Unique_id,Lexicalization,wh-type,Verb,Length,Matrix,Emb_subj,Wh1,Emb_verb,Emb2_subj,Wh2,Emb2_verb,Emb2_object,sentence
102071,2,adj,保证,short,法官想知道,律师,为什么,保证,警察,,审问了,学生,法官想知道律师为什么保证警察审问了学生。
102072,2,adj,保证,long,法官想知道,律师,,保证,警察,为什么,审问了,学生,法官想知道律师保证警察为什么审问了学生。
102081,2,adj,强调,short,法官想知道,律师,为什么,强调,警察,,审问了,学生,法官想知道律师为什么强调警察审问了学生。
102082,2,adj,强调,long,法官想知道,律师,,强调,警察,为什么,审问了,学生,法官想知道律师强调警察为什么审问了学生。
102091,2,adj,确认,short,法官想知道,律师,为什么,确认,警察,,审问了,学生,法官想知道律师为什么确认警察审问了学生。
102092,2,adj,确认,long,法官想知道,律师,,确认,警察,为什么,审问了,学生,法官想知道律师确认警察为什么审问了学生。
102101,2,adj,重申,short,法官想知道,律师,为什么,重申,警察,,审问了,学生,法官想知道律师为什么重申警察审问了学生。
102102,2,adj,重申,long,法官想知道,律师,,重申,警察,为什么,审问了,学生,法官想知道律师重申警察为什么审问了学生。
102111,2,adj,宣称,short,法官想知道,律师,为什么,宣称,警察,,审问了,学生,法官想知道律师为什么宣称警察审问了学生。
102112,2,adj,宣称,long,法官想知道,律师,,宣称,警察,为什么,审问了,学生,法官想知道律师宣称警察为什么审问了学生。
102121,2,adj,认为,short,法官想知道,律师,为什么,认为,警察,,审问了,学生,法官想知道律师为什么认为警察审问了学生。
102122,2,adj,认为,long,法官想知道,律师,,认为,警察,为什么,审问了,学生,法官想知道律师认为警察为什么审问了学生。
102131,2,adj,猜,short,法官想知道,律师,为什么,猜,警察,,审问了,学生,法官想知道律师为什么猜警察审问了学生。
102132,2,adj,猜,long,法官想知道,律师,,猜,警察,为什么,审问了,学生,法官想知道律师猜警察为什么审问了学生。
102141,2,adj,说,short,法官想知道,律师,为什么,说,警察,,审问了,学生,法官想知道律师为什么说警察审问了学生。
102142,2,adj,说,long,法官想知道,律师,,说,警察,为什么,审问了,学生,法官想知道律师说警察为什么审问了学生。
103011,3,adj,怀疑,short,经理想知道,厨师,为什么,怀疑,服务员,,接待了,乞丐,经理想知道厨师为什么怀疑服务员接待了乞丐。
103012,3,adj,怀疑,long,经理想知道,厨师,,怀疑,服务员,为什么,接待了,乞丐,经理想知道厨师怀疑服务员为什么接待了乞丐。
103021,3,adj,宣布,short,经理想知道,厨师,为什么,宣布,服务员,,接待了,乞丐,经理想知道厨师为什么宣布服务员接待了乞丐。
103022,3,adj,宣布,long,经理想知道,厨师,,宣布,服务员,为什么,接待了,乞丐,经理想知道厨师宣布服务员为什么接待了乞丐。
103031,3,adj,打赌,short,经理想知道,厨师,为什么,打赌,服务员,,接待了,乞丐,经理想知道厨师为什么打赌服务员接待了乞丐。
103032,3,adj,打赌,long,经理想知道,厨师,,打赌,服务员,为什么,接待了,乞丐,经理想知道厨师打赌服务员为什么接待了乞丐。
103041,3,adj,抱怨,short,经理想知道,厨师,为什么,抱怨,服务员,,接待了,乞丐,经理想知道厨师为什么抱怨服务员接待了乞丐。
103042,3,adj,抱怨,long,经理想知道,厨师,,抱怨,服务员,为什么,接待了,乞丐,经理想知道厨师抱怨服务员为什么接待了乞丐。
103051,3,adj,承认,short,经理想知道,厨师,为什么,承认,服务员,,接待了,乞丐,经理想知道厨师为什么承认服务员接待了乞丐。
103052,3,adj,承认,long,经理想知道,厨师,,承认,服务员,为什么,接待了,乞丐,经理想知道厨师承认服务员为什么接待了乞丐。
103061,3,adj,接受,short,经理想知道,厨师,为什么,接受,服务员,,接待了,乞丐,经理想知道厨师为什么接受服务员接待了乞丐。
103062,3,adj,接受,long,经理想知道,厨师,,接受,服务员,为什么,接待了,乞丐,经理想知道厨师接受服务员为什么接待了乞丐。
103071,3,adj,保证,short,经理想知道,厨师,为什么,保证,服务员,,接待了,乞丐,经理想知道厨师为什么保证服务员接待了乞丐。
103072,3,adj,保证,long,经理想知道,厨师,,保证,服务员,为什么,接待了,乞丐,经理想知道厨师保证服务员为什么接待了乞丐。
103081,3,adj,强调,short,经理想知道,厨师,为什么,强调,服务员,,接待了,乞丐,经理想知道厨师为什么强调服务员接待了乞丐。
103082,3,adj,强调,long,经理想知道,厨师,,强调,服务员,为什么,接待了,乞丐,经理想知道厨师强调服务员为什么接待了乞丐。
103091,3,adj,确认,short,经理想知道,厨师,为什么,确认,服务员,,接待了,乞丐,经理想知道厨师为什么确认服务员接待了乞丐。
103092,3,adj,确认,long,经理想知道,厨师,,确认,服务员,为什么,接待了,乞丐,经理想知道厨师确认服务员为什么接待了乞丐。
103101,3,adj,重申,short,经理想知道,厨师,为什么,重申,服务员,,接待了,乞丐,经理想知道厨师为什么重申服务员接待了乞丐。
103102,3,adj,重申,long,经理想知道,厨师,,重申,服务员,为什么,接待了,乞丐,经理想知道厨师重申服务员为什么接待了乞丐。
103111,3,adj,宣称,short,经理想知道,厨师,为什么,宣称,服务员,,接待了,乞丐,经理想知道厨师为什么宣称服务员接待了乞丐。
103112,3,adj,宣称,long,经理想知道,厨师,,宣称,服务员,为什么,接待了,乞丐,经理想知道厨师宣称服务员为什么接待了乞丐。
103121,3,adj,认为,short,经理想知道,厨师,为什么,认为,服务员,,接待了,乞丐,经理想知道厨师为什么认为服务员接待了乞丐。
103122,3,adj,认为,long,经理想知道,厨师,,认为,服务员,为什么,接待了,乞丐,经理想知道厨师认为服务员为什么接待了乞丐。
103131,3,adj,猜,short,经理想知道,厨师,为什么,猜,服务员,,接待了,乞丐,经理想知道厨师为什么猜服务员接待了乞丐。
103132,3,adj,猜,long,经理想知道,厨师,,猜,服务员,为什么,接待了,乞丐,经理想知道厨师猜服务员为什么接待了乞丐。
103141,3,adj,说,short,经理想知道,厨师,为什么,说,服务员,,接待了,乞丐,经理想知道厨师为什么说服务员接待了乞丐。
103142,3,adj,说,long,经理想知道,厨师,,说,服务员,为什么,接待了,乞丐,经理想知道厨师说服务员为什么接待了乞丐。
104011,4,adj,怀疑,short,教授想知道,工程师,为什么,怀疑,秘书,,批评了,运动员,教授想知道工程师为什么怀疑秘书批评了运动员。
104012,4,adj,怀疑,long,教授想知道,工程师,,怀疑,秘书,为什么,批评了,运动员,教授想知道工程师怀疑秘书为什么批评了运动员。
104021,4,adj,宣布,short,教授想知道,工程师,为什么,宣布,秘书,,批评了,运动员,教授想知道工程师为什么宣布秘书批评了运动员。
104022,4,adj,宣布,long,教授想知道,工程师,,宣布,秘书,为什么,批评了,运动员,教授想知道工程师宣布秘书为什么批评了运动员。
104031,4,adj,打赌,short,教授想知道,工程师,为什么,打赌,秘书,,批评了,运动员,教授想知道工程师为什么打赌秘书批评了运动员。
104032,4,adj,打赌,long,教授想知道,工程师,,打赌,秘书,为什么,批评了,运动员,教授想知道工程师打赌秘书为什么批评了运动员。
104041,4,adj,抱怨,short,教授想知道,工程师,为什么,抱怨,秘书,,批评了,运动员,教授想知道工程师为什么抱怨秘书批评了运动员。
104042,4,adj,抱怨,long,教授想知道,工程师,,抱怨,秘书,为什么,批评了,运动员,教授想知道工程师抱怨秘书为什么批评了运动员。
104051,4,adj,承认,short,教授想知道,工程师,为什么,承认,秘书,,批评了,运动员,教授想知道工程师为什么承认秘书批评了运动员。
104052,4,adj,承认,long,教授想知道,工程师,,承认,秘书,为什么,批评了,运动员,教授想知道工程师承认秘书为什么批评了运动员。
104061,4,adj,接受,short,教授想知道,工程师,为什么,接受,秘书,,批评了,运动员,教授想知道工程师为什么接受秘书批评了运动员。
104062,4,adj,接受,long,教授想知道,工程师,,接受,秘书,为什么,批评了,运动员,教授想知道工程师接受秘书为什么批评了运动员。
104071,4,adj,保证,short,教授想知道,工程师,为什么,保证,秘书,,批评了,运动员,教授想知道工程师为什么保证秘书批评了运动员。
104072,4,adj,保证,long,教授想知道,工程师,,保证,秘书,为什么,批评了,运动员,教授想知道工程师保证秘书为什么批评了运动员。
104081,4,adj,强调,short,教授想知道,工程师,为什么,强调,秘书,,批评了,运动员,教授想知道工程师为什么强调秘书批评了运动员。
104082,4,adj,强调,long,教授想知道,工程师,,强调,秘书,为什么,批评了,运动员,教授想知道工程师强调秘书为什么批评了运动员。
104091,4,adj,确认,short,教授想知道,工程师,为什么,确认,秘书,,批评了,运动员,教授想知道工程师为什么确认秘书批评了运动员。
104092,4,adj,确认,long,教授想知道,工程师,,确认,秘书,为什么,批评了,运动员,教授想知道工程师确认秘书为什么批评了运动员。
104101,4,adj,重申,short,教授想知道,工程师,为什么,重申,秘书,,批评了,运动员,教授想知道工程师为什么重申秘书批评了运动员。
104102,4,adj,重申,long,教授想知道,工程师,,重申,秘书,为什么,批评了,运动员,教授想知道工程师重申秘书为什么批评了运动员。
104111,4,adj,宣称,short,教授想知道,工程师,为什么,宣称,秘书,,批评了,运动员,教授想知道工程师为什么宣称秘书批评了运动员。
104112,4,adj,宣称,long,教授想知道,工程师,,宣称,秘书,为什么,批评了,运动员,教授想知道工程师宣称秘书为什么批评了运动员。
104121,4,adj,认为,short,教授想知道,工程师,为什么,认为,秘书,,批评了,运动员,教授想知道工程师为什么认为秘书批评了运动员。
104122,4,adj,认为,long,教授想知道,工程师,,认为,秘书,为什么,批评了,运动员,教授想知道工程师认为秘书为什么批评了运动员。
104131,4,adj,猜,short,教授想知道,工程师,为什么,猜,秘书,,批评了,运动员,教授想知道工程师为什么猜秘书批评了运动员。
104132,4,adj,猜,long,教授想知道,工程师,,猜,秘书,为什么,批评了,运动员,教授想知道工程师猜秘书为什么批评了运动员。
104141,4,adj,说,short,教授想知道,工程师,为什么,说,秘书,,批评了,运动员,教授想知道工程师为什么说秘书批评了运动员。
104142,4,adj,说,long,教授想知道,工程师,,说,秘书,为什么,批评了,运动员,教授想知道工程师说秘书为什么批评了运动员。
105011,5,adj,怀疑,short,市长想知道,议员,为什么,怀疑,艺术家,,联系了,毒枭,市长想知道议员为什么怀疑艺术家联系了毒枭。
105012,5,adj,怀疑,long,市长想知道,议员,,怀疑,艺术家,为什么,联系了,毒枭,市长想知道议员怀疑艺术家为什么联系了毒枭。
105021,5,adj,宣布,short,市长想知道,议员,为什么,宣布,艺术家,,联系了,毒枭,市长想知道议员为什么宣布艺术家联系了毒枭。
105022,5,adj,宣布,long,市长想知道,议员,,宣布,艺术家,为什么,联系了,毒枭,市长想知道议员宣布艺术家为什么联系了毒枭。
105031,5,adj,打赌,short,市长想知道,议员,为什么,打赌,艺术家,,联系了,毒枭,市长想知道议员为什么打赌艺术家联系了毒枭。
105032,5,adj,打赌,long,市长想知道,议员,,打赌,艺术家,为什么,联系了,毒枭,市长想知道议员打赌艺术家为什么联系了毒枭。
105041,5,adj,抱怨,short,市长想知道,议员,为什么,抱怨,艺术家,,联系了,毒枭,市长想知道议员为什么抱怨艺术家联系了毒枭。
105042,5,adj,抱怨,long,市长想知道,议员,,抱怨,艺术家,为什么,联系了,毒枭,市长想知道议员抱怨艺术家为什么联系了毒枭。
105051,5,adj,承认,short,市长想知道,议员,为什么,承认,艺术家,,联系了,毒枭,市长想知道议员为什么承认艺术家联系了毒枭。
105052,5,adj,承认,long,市长想知道,议员,,承认,艺术家,为什么,联系了,毒枭,市长想知道议员承认艺术家为什么联系了毒枭。
105061,5,adj,接受,short,市长想知道,议员,为什么,接受,艺术家,,联系了,毒枭,市长想知道议员为什么接受艺术家联系了毒枭。
105062,5,adj,接受,long,市长想知道,议员,,接受,艺术家,为什么,联系了,毒枭,市长想知道议员接受艺术家为什么联系了毒枭。
105071,5,adj,保证,short,市长想知道,议员,为什么,保证,艺术家,,联系了,毒枭,市长想知道议员为什么保证艺术家联系了毒枭。
105072,5,adj,保证,long,市长想知道,议员,,保证,艺术家,为什么,联系了,毒枭,市长想知道议员保证艺术家为什么联系了毒枭。
105081,5,adj,强调,short,市长想知道,议员,为什么,强调,艺术家,,联系了,毒枭,市长想知道议员为什么强调艺术家联系了毒枭。
105082,5,adj,强调,long,市长想知道,议员,,强调,艺术家,为什么,联系了,毒枭,市长想知道议员强调艺术家为什么联系了毒枭。
105091,5,adj,确认,short,市长想知道,议员,为什么,确认,艺术家,,联系了,毒枭,市长想知道议员为什么确认艺术家联系了毒枭。
105092,5,adj,确认,long,市长想知道,议员,,确认,艺术家,为什么,联系了,毒枭,市长想知道议员确认艺术家为什么联系了毒枭。
105101,5,adj,重申,short,市长想知道,议员,为什么,重申,艺术家,,联系了,毒枭,市长想知道议员为什么重申艺术家联系了毒枭。
105102,5,adj,重申,long,市长想知道,议员,,重申,艺术家,为什么,联系了,毒枭,市长想知道议员重申艺术家为什么联系了毒枭。
105111,5,adj,宣称,short,市长想知道,议员,为什么,宣称,艺术家,,联系了,毒枭,市长想知道议员为什么宣称艺术家联系了毒枭。
105112,5,adj,宣称,long,市长想知道,议员,,宣称,艺术家,为什么,联系了,毒枭,市长想知道议员宣称艺术家为什么联系了毒枭。
105121,5,adj,认为,short,市长想知道,议员,为什么,认为,艺术家,,联系了,毒枭,市长想知道议员为什么认为艺术家联系了毒枭。
105122,5,adj,认为,long,市长想知道,议员,,认为,艺术家,为什么,联系了,毒枭,市长想知道议员认为艺术家为什么联系了毒枭。
105131,5,adj,猜,short,市长想知道,议员,为什么,猜,艺术家,,联系了,毒枭,市长想知道议员为什么猜艺术家联系了毒枭。
105132,5,adj,猜,long,市长想知道,议员,,猜,艺术家,为什么,联系了,毒枭,市长想知道议员猜艺术家为什么联系了毒枭。
105141,5,adj,说,short,市长想知道,议员,为什么,说,艺术家,,联系了,毒枭,市长想知道议员为什么说艺术家联系了毒枭。
105142,5,adj,说,long,市长想知道,议员,,说,艺术家,为什么,联系了,毒枭,市长想知道议员说艺术家为什么联系了毒枭。
106011,6,adj,怀疑,short,检察官想知道,教练员,为什么,怀疑,音乐家,,开除了,保镖,检察官想知道教练员为什么怀疑音乐家开除了保镖。
106012,6,adj,怀疑,long,检察官想知道,教练员,,怀疑,音乐家,为什么,开除了,保镖,检察官想知道教练员怀疑音乐家为什么开除了保镖。
106021,6,adj,宣布,short,检察官想知道,教练员,为什么,宣布,音乐家,,开除了,保镖,检察官想知道教练员为什么宣布音乐家开除了保镖。
106022,6,adj,宣布,long,检察官想知道,教练员,,宣布,音乐家,为什么,开除了,保镖,检察官想知道教练员宣布音乐家为什么开除了保镖。
106031,6,adj,打赌,short,检察官想知道,教练员,为什么,打赌,音乐家,,开除了,保镖,检察官想知道教练员为什么打赌音乐家开除了保镖。
106032,6,adj,打赌,long,检察官想知道,教练员,,打赌,音乐家,为什么,开除了,保镖,检察官想知道教练员打赌音乐家为什么开除了保镖。
106041,6,adj,抱怨,short,检察官想知道,教练员,为什么,抱怨,音乐家,,开除了,保镖,检察官想知道教练员为什么抱怨音乐家开除了保镖。
106042,6,adj,抱怨,long,检察官想知道,教练员,,抱怨,音乐家,为什么,开除了,保镖,检察官想知道教练员抱怨音乐家为什么开除了保镖。
106051,6,adj,承认,short,检察官想知道,教练员,为什么,承认,音乐家,,开除了,保镖,检察官想知道教练员为什么承认音乐家开除了保镖。
106052,6,adj,承认,long,检察官想知道,教练员,,承认,音乐家,为什么,开除了,保镖,检察官想知道教练员承认音乐家为什么开除了保镖。
106061,6,adj,接受,short,检察官想知道,教练员,为什么,接受,音乐家,,开除了,保镖,检察官想知道教练员为什么接受音乐家开除了保镖。
106062,6,adj,接受,long,检察官想知道,教练员,,接受,音乐家,为什么,开除了,保镖,检察官想知道教练员接受音乐家为什么开除了保镖。
106071,6,adj,保证,short,检察官想知道,教练员,为什么,保证,音乐家,,开除了,保镖,检察官想知道教练员为什么保证音乐家开除了保镖。
106072,6,adj,保证,long,检察官想知道,教练员,,保证,音乐家,为什么,开除了,保镖,检察官想知道教练员保证音乐家为什么开除了保镖。
106081,6,adj,强调,short,检察官想知道,教练员,为什么,强调,音乐家,,开除了,保镖,检察官想知道教练员为什么强调音乐家开除了保镖。
106082,6,adj,强调,long,检察官想知道,教练员,,强调,音乐家,为什么,开除了,保镖,检察官想知道教练员强调音乐家为什么开除了保镖。
106091,6,adj,确认,short,检察官想知道,教练员,为什么,确认,音乐家,,开除了,保镖,检察官想知道教练员为什么确认音乐家开除了保镖。
106092,6,adj,确认,long,检察官想知道,教练员,,确认,音乐家,为什么,开除了,保镖,检察官想知道教练员确认音乐家为什么开除了保镖。
106101,6,adj,重申,short,检察官想知道,教练员,为什么,重申,音乐家,,开除了,保镖,检察官想知道教练员为什么重申音乐家开除了保镖。
106102,6,adj,重申,long,检察官想知道,教练员,,重申,音乐家,为什么,开除了,保镖,检察官想知道教练员重申音乐家为什么开除了保镖。
106111,6,adj,宣称,short,检察官想知道,教练员,为什么,宣称,音乐家,,开除了,保镖,检察官想知道教练员为什么宣称音乐家开除了保镖。
106112,6,adj,宣称,long,检察官想知道,教练员,,宣称,音乐家,为什么,开除了,保镖,检察官想知道教练员宣称音乐家为什么开除了保镖。
106121,6,adj,认为,short,检察官想知道,教练员,为什么,认为,音乐家,,开除了,保镖,检察官想知道教练员为什么认为音乐家开除了保镖。
106122,6,adj,认为,long,检察官想知道,教练员,,认为,音乐家,为什么,开除了,保镖,检察官想知道教练员认为音乐家为什么开除了保镖。
106131,6,adj,猜,short,检察官想知道,教练员,为什么,猜,音乐家,,开除了,保镖,检察官想知道教练员为什么猜音乐家开除了保镖。
106132,6,adj,猜,long,检察官想知道,教练员,,猜,音乐家,为什么,开除了,保镖,检察官想知道教练员猜音乐家为什么开除了保镖。
106141,6,adj,说,short,检察官想知道,教练员,为什么,说,音乐家,,开除了,保镖,检察官想知道教练员为什么说音乐家开除了保镖。
106142,6,adj,说,long,检察官想知道,教练员,,说,音乐家,为什么,开除了,保镖,检察官想知道教练员说音乐家为什么开除了保镖。
107011,7,adj,怀疑,short,村长想知道,农民,为什么,怀疑,电工,,无视了,领导,村长想知道农民为什么怀疑电工无视了领导。
107012,7,adj,怀疑,long,村长想知道,农民,,怀疑,电工,为什么,无视了,领导,村长想知道农民怀疑电工为什么无视了领导。
107021,7,adj,宣布,short,村长想知道,农民,为什么,宣布,电工,,无视了,领导,村长想知道农民为什么宣布电工无视了领导。
107022,7,adj,宣布,long,村长想知道,农民,,宣布,电工,为什么,无视了,领导,村长想知道农民宣布电工为什么无视了领导。
107031,7,adj,打赌,short,村长想知道,农民,为什么,打赌,电工,,无视了,领导,村长想知道农民为什么打赌电工无视了领导。
107032,7,adj,打赌,long,村长想知道,农民,,打赌,电工,为什么,无视了,领导,村长想知道农民打赌电工为什么无视了领导。
107041,7,adj,抱怨,short,村长想知道,农民,为什么,抱怨,电工,,无视了,领导,村长想知道农民为什么抱怨电工无视了领导。
107042,7,adj,抱怨,long,村长想知道,农民,,抱怨,电工,为什么,无视了,领导,村长想知道农民抱怨电工为什么无视了领导。
107051,7,adj,承认,short,村长想知道,农民,为什么,承认,电工,,无视了,领导,村长想知道农民为什么承认电工无视了领导。
107052,7,adj,承认,long,村长想知道,农民,,承认,电工,为什么,无视了,领导,村长想知道农民承认电工为什么无视了领导。
107061,7,adj,接受,short,村长想知道,农民,为什么,接受,电工,,无视了,领导,村长想知道农民为什么接受电工无视了领导。
107062,7,adj,接受,long,村长想知道,农民,,接受,电工,为什么,无视了,领导,村长想知道农民接受电工为什么无视了领导。
107071,7,adj,保证,short,村长想知道,农民,为什么,保证,电工,,无视了,领导,村长想知道农民为什么保证电工无视了领导。
107072,7,adj,保证,long,村长想知道,农民,,保证,电工,为什么,无视了,领导,村长想知道农民保证电工为什么无视了领导。
107081,7,adj,强调,short,村长想知道,农民,为什么,强调,电工,,无视了,领导,村长想知道农民为什么强调电工无视了领导。
107082,7,adj,强调,long,村长想知道,农民,,强调,电工,为什么,无视了,领导,村长想知道农民强调电工为什么无视了领导。
107091,7,adj,确认,short,村长想知道,农民,为什么,确认,电工,,无视了,领导,村长想知道农民为什么确认电工无视了领导。
107092,7,adj,确认,long,村长想知道,农民,,确认,电工,为什么,无视了,领导,村长想知道农民确认电工为什么无视了领导。
107101,7,adj,重申,short,村长想知道,农民,为什么,重申,电工,,无视了,领导,村长想知道农民为什么重申电工无视了领导。
107102,7,adj,重申,long,村长想知道,农民,,重申,电工,为什么,无视了,领导,村长想知道农民重申电工为什么无视了领导。
107111,7,adj,宣称,short,村长想知道,农民,为什么,宣称,电工,,无视了,领导,村长想知道农民为什么宣称电工无视了领导。
107112,7,adj,宣称,long,村长想知道,农民,,宣称,电工,为什么,无视了,领导,村长想知道农民宣称电工为什么无视了领导。
107121,7,adj,认为,short,村长想知道,农民,为什么,认为,电工,,无视了,领导,村长想知道农民为什么认为电工无视了领导。
107122,7,adj,认为,long,村长想知道,农民,,认为,电工,为什么,无视了,领导,村长想知道农民认为电工为什么无视了领导。
107131,7,adj,猜,short,村长想知道,农民,为什么,猜,电工,,无视了,领导,村长想知道农民为什么猜电工无视了领导。
107132,7,adj,猜,long,村长想知道,农民,,猜,电工,为什么,无视了,领导,村长想知道农民猜电工为什么无视了领导。
107141,7,adj,说,short,村长想知道,农民,为什么,说,电工,,无视了,领导,村长想知道农民为什么说电工无视了领导。
107142,7,adj,说,long,村长想知道,农民,,说,电工,为什么,无视了,领导,村长想知道农民说电工为什么无视了领导。
108011,8,adj,怀疑,short,侦探想知道,售货员,为什么,怀疑,飞行员,,羞辱了,卡车司机,侦探想知道售货员为什么怀疑飞行员羞辱了卡车司机。
108012,8,adj,怀疑,long,侦探想知道,售货员,,怀疑,飞行员,为什么,羞辱了,卡车司机,侦探想知道售货员怀疑飞行员为什么羞辱了卡车司机。
108021,8,adj,宣布,short,侦探想知道,售货员,为什么,宣布,飞行员,,羞辱了,卡车司机,侦探想知道售货员为什么宣布飞行员羞辱了卡车司机。
108022,8,adj,宣布,long,侦探想知道,售货员,,宣布,飞行员,为什么,羞辱了,卡车司机,侦探想知道售货员宣布飞行员为什么羞辱了卡车司机。
108031,8,adj,打赌,short,侦探想知道,售货员,为什么,打赌,飞行员,,羞辱了,卡车司机,侦探想知道售货员为什么打赌飞行员羞辱了卡车司机。
108032,8,adj,打赌,long,侦探想知道,售货员,,打赌,飞行员,为什么,羞辱了,卡车司机,侦探想知道售货员打赌飞行员为什么羞辱了卡车司机。
108041,8,adj,抱怨,short,侦探想知道,售货员,为什么,抱怨,飞行员,,羞辱了,卡车司机,侦探想知道售货员为什么抱怨飞行员羞辱了卡车司机。
108042,8,adj,抱怨,long,侦探想知道,售货员,,抱怨,飞行员,为什么,羞辱了,卡车司机,侦探想知道售货员抱怨飞行员为什么羞辱了卡车司机。
