workerid,proliferate.condition,condition_alt,condition_cop,condition_gram,condition_loc,conj1,conj2,first_response_value,item_number,item_type,predicate,response,sentence_id,trial_sequence_total,wrong_attempts,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,subject_information.problems,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
20,condition1,,,,,,,,practice_good,practice_good,,0.98,,0,0,[],40,Yes,,4,1,,Female,English,No,Chrome,Windows,864,1536,6.904416667,
20,condition1,,,,,,,,practice_bad,practice_bad,,0,,0,0,[],40,Yes,,4,1,,Female,English,No,Chrome,Windows,864,1536,6.904416667,
208,condition1,,,,,,,,practice_good,practice_good,,0.97,,0,0,[],47,Yes,,3,2,1.5,Female,english,no,Chrome,Windows,768,1366,6.31655,
208,condition1,,,,,,,,practice_bad,practice_bad,,0.23,,0,0,[],47,Yes,,3,2,1.5,Female,english,no,Chrome,Windows,768,1366,6.31655,
190,condition1,,,,,,,,practice_good,practice_good,,0.98,,0,0,[],73,Yes,,4,0,3,Female,english,no,Chrome,Windows,720,1280,17.2492,
190,condition1,,,,,,,,practice_bad,practice_bad,,0.19,,0,0,[],73,Yes,,4,0,3,Female,english,no,Chrome,Windows,720,1280,17.2492,
207,condition1,,,,,,,,practice_good,practice_good,,1,,0,0,[],27,Yes,,4,1,2 USD,Male,English,no,Chrome,Windows,942,1927,4.603116667,
207,condition1,,,,,,,,practice_bad,practice_bad,,0,,0,0,[],27,Yes,,4,1,2 USD,Male,English,no,Chrome,Windows,942,1927,4.603116667,
101,condition1,,,,,,,,practice_good,practice_good,,0.78,,0,0,[],23,Yes,,3,1,,Female,English,,Chrome,Mac,900,1440,5.823666667,
101,condition1,,,,,,,,practice_bad,practice_bad,,0.05,,0,0,[],23,Yes,,3,1,,Female,English,,Chrome,Mac,900,1440,5.823666667,
222,condition1,,,,,,,,practice_good,practice_good,,0.99,,0,0,[],39,Yes,,3,2,$1.25 ,Female,English,,Chrome,Mac,1080,1920,7.3148,
222,condition1,,,,,,,,practice_bad,practice_bad,,0.01,,0,0,[],39,Yes,,3,2,$1.25 ,Female,English,,Chrome,Mac,1080,1920,7.3148,
181,condition1,,,,,,,,practice_good,practice_good,,1,,0,0,[],50,Yes,,2,1,2,Female,english,no,Firefox,Windows,1080,1920,7.2093,
181,condition1,,,,,,,,practice_bad,practice_bad,,0.02,,0,0,[],50,Yes,,2,1,2,Female,english,no,Firefox,Windows,1080,1920,7.2093,
57,condition1,,,,,,,,practice_good,practice_good,,1,,0,0,[],24,Yes,,3,2,1.5,Male,English,I experienced no problems.,Chrome,Windows,864,1536,7.166316667,
57,condition1,,,,,,,,practice_bad,practice_bad,,0.1,,0,0,[],24,Yes,,3,2,1.5,Male,English,I experienced no problems.,Chrome,Windows,864,1536,7.166316667,
156,condition1,,,,,,,,practice_good,practice_good,,0.99,,0,0,[],43,Yes,,3,1,$1.50 ,Male,English,No,Firefox,Windows,1080,1920,7.37015,
156,condition1,,,,,,,,practice_bad,practice_bad,,0,,0,0,[],43,Yes,,3,1,$1.50 ,Male,English,No,Firefox,Windows,1080,1920,7.37015,
238,condition1,,,,,,,,practice_good,practice_good,,0.99,,0,0,[],57,Yes,,3,1,,Female,English,no,Chrome,Windows,720,1280,8.485933333,
238,condition1,,,,,,,,practice_bad,practice_bad,,0.02,,0,0,[],57,Yes,,3,1,,Female,English,no,Chrome,Windows,720,1280,8.485933333,
68,condition1,,,,,,,,practice_good,practice_good,,1,,0,0,[],30,Yes,N/A,4,2,$2 ,Male,English,No.,Chrome,Windows,1080,1920,7.3494,
68,condition1,,,,,,,,practice_bad,practice_bad,,0,,0,0,[],30,Yes,N/A,4,2,$2 ,Male,English,No.,Chrome,Windows,1080,1920,7.3494,
235,condition1,,,,,,,,practice_good,practice_good,,0.98,,0,0,[],27,No,,2,2,1,Male,English,No,Chrome,Windows,864,1536,4.077666667,
235,condition1,,,,,,,,practice_bad,practice_bad,,0.01,,0,0,[],27,No,,2,2,1,Male,English,No,Chrome,Windows,864,1536,4.077666667,
62,condition1,,,,,,,,practice_good,practice_good,,0.99,,0,0,[],32,Yes,none,2,1,$2.00 ,Male,english,no,Chrome,Windows,720,1280,19.46551667,
62,condition1,,,,,,,,practice_bad,practice_bad,,0.02,,0,0,[],32,Yes,none,2,1,$2.00 ,Male,english,no,Chrome,Windows,720,1280,19.46551667,
81,condition1,,,,,,,,practice_good,practice_good,,1,,0,0,[],21,Yes,,1,2,yes,Male,English,,Chrome,Windows,900,1600,4.374616667,
81,condition1,,,,,,,,practice_bad,practice_bad,,0,,0,0,[],21,Yes,,1,2,yes,Male,English,,Chrome,Windows,900,1600,4.374616667,
150,condition1,,,,,,,,practice_good,practice_good,,1,,0,0,[],34,Yes,,2,2,$250 ,Female,english,no,Chrome,Windows,768,1366,9.14545,
150,condition1,,,,,,,,practice_bad,practice_bad,,0,,0,0,[],34,Yes,,2,2,$250 ,Female,english,no,Chrome,Windows,768,1366,9.14545,
240,condition1,,,,,,,,practice_good,practice_good,,1,,0,0,[],31,Yes,Well put together experiment! I enjoyed it a lot.,2,2,$2 ,Female,English,"No, there weren't any problems or bugs in the experiment.",Chrome,Windows,900,1440,7.87825,
240,condition1,,,,,,,,practice_bad,practice_bad,,0,,0,0,[],31,Yes,Well put together experiment! I enjoyed it a lot.,2,2,$2 ,Female,English,"No, there weren't any problems or bugs in the experiment.",Chrome,Windows,900,1440,7.87825,
104,condition1,,,,,,,,practice_good,practice_good,,1,,0,0,[],37,Yes,,4,1,,Male,English,None,Chrome,Linux,720,1280,5.984683333,
104,condition1,,,,,,,,practice_bad,practice_bad,,0,,0,0,[],37,Yes,,4,1,,Male,English,None,Chrome,Linux,720,1280,5.984683333,
236,condition1,,,,,,,,practice_good,practice_good,,0.98,,0,0,[],56,Yes,I like tasks that involve language. ,2,2,1.25,Female,English,no,Chrome,Windows,864,1536,5.56325,
236,condition1,,,,,,,,practice_bad,practice_bad,,0.01,,0,0,[],56,Yes,I like tasks that involve language. ,2,2,1.25,Female,English,no,Chrome,Windows,864,1536,5.56325,
142,condition1,,,,,,,,practice_good,practice_good,,0.74,,0,0,[],21,Yes,,3,2,2,Female,English,no,Safari,Mac,900,1440,7.679566667,
142,condition1,,,,,,,,practice_bad,practice_bad,,0.09,,0,0,[],21,Yes,,3,2,2,Female,English,no,Safari,Mac,900,1440,7.679566667,
167,condition1,,,,,,,,practice_good,practice_good,,1,,0,0,[],40,Yes,none,3,1,2 dollars,Female,english,no,Chrome,Windows,720,1280,8.421366667,
167,condition1,,,,,,,,practice_bad,practice_bad,,0.01,,0,0,[],40,Yes,none,3,1,2 dollars,Female,english,no,Chrome,Windows,720,1280,8.421366667,
232,condition1,,,,,,,,practice_good,practice_good,,0.99,,0,0,[],20,Yes,,2,1,$1.50 ,Female,English,no,Chrome,Windows,720,1280,6.293066667,
232,condition1,,,,,,,,practice_bad,practice_bad,,0.01,,0,0,[],20,Yes,,2,1,$1.50 ,Female,English,no,Chrome,Windows,720,1280,6.293066667,
52,condition1,,,,,,,,practice_good,practice_good,,0.98,,0,0,[],58,Yes,,3,1,1.5,Female,English,no issues,Chrome,Windows,900,1600,7.644666667,
52,condition1,,,,,,,,practice_bad,practice_bad,,0.01,,0,0,[],58,Yes,,3,1,1.5,Female,English,no issues,Chrome,Windows,900,1600,7.644666667,
205,condition1,,,,,,,,practice_good,practice_good,,0.99,,0,0,[],37,Yes,"This task was interesting.  It reminds us that English is a complicated language, and the written rules are rigid in contrast to the way it's naturally spoken. ",2,2,$10.00 ,Female,English,No. ,Safari,Mac,832,1280,16.43178333,
205,condition1,,,,,,,,practice_bad,practice_bad,,0.01,,0,0,[],37,Yes,"This task was interesting.  It reminds us that English is a complicated language, and the written rules are rigid in contrast to the way it's naturally spoken. ",2,2,$10.00 ,Female,English,No. ,Safari,Mac,832,1280,16.43178333,
15,condition1,,,,,,,,practice_good,practice_good,,0.97,,0,0,[],26,Yes,,4,2,0.5,Female,English,,Chrome,Windows,1200,1920,4.72615,
15,condition1,,,,,,,,practice_bad,practice_bad,,0.04,,0,0,[],26,Yes,,4,2,0.5,Female,English,,Chrome,Windows,1200,1920,4.72615,
85,condition1,,,,,,,,practice_good,practice_good,,1,,0,0,[],58,Yes,Interesting study! Thank you!,3,2,1.75,Female,English,No,Chrome,Mac,800,1280,16.27555,
85,condition1,,,,,,,,practice_bad,practice_bad,,0,,0,0,[],58,Yes,Interesting study! Thank you!,3,2,1.75,Female,English,No,Chrome,Mac,800,1280,16.27555,
244,condition1,,,,,,,,practice_good,practice_good,,1,,0,0,[],22,Yes,,2,1,,Male,English,No,Chrome,Windows,864,1536,5.898583333,
244,condition1,,,,,,,,practice_bad,practice_bad,,0,,0,0,[],22,Yes,,2,1,,Male,English,No,Chrome,Windows,864,1536,5.898583333,
86,condition1,,,,,,,,practice_good,practice_good,,1,,0,0,[],33,Yes,,3,0,$5 ,Male,English,,Chrome,Windows,1440,2560,5.862383333,
86,condition1,,,,,,,,practice_bad,practice_bad,,0.2,,0,0,[],33,Yes,,3,0,$5 ,Male,English,,Chrome,Windows,1440,2560,5.862383333,
65,condition1,,,,,,,,practice_good,practice_good,,0.99,,0,0,[],25,Yes,I had a hard time deciding what to do with passive voice sentences but did decide that they are generally acceptable in spoken (and often written) English. ,3,1,$1 ,Female,English,,Chrome,Mac,900,1440,7.136333333,
65,condition1,,,,,,,,practice_bad,practice_bad,,0.08,,0,0,[],25,Yes,I had a hard time deciding what to do with passive voice sentences but did decide that they are generally acceptable in spoken (and often written) English. ,3,1,$1 ,Female,English,,Chrome,Mac,900,1440,7.136333333,
75,condition1,,,,,,,,practice_good,practice_good,,0.85,,0,0,[],64,Yes,"Interesting survey, curious how most other participants did, and whether or not they are native English speakers.",2,2,2.5,Female,English,no,Chrome,Windows,768,1366,8.6314,
75,condition1,,,,,,,,practice_bad,practice_bad,,0,,0,0,[],64,Yes,"Interesting survey, curious how most other participants did, and whether or not they are native English speakers.",2,2,2.5,Female,English,no,Chrome,Windows,768,1366,8.6314,
96,condition1,,,,,,,,practice_good,practice_good,,0.99,,0,0,[],52,Yes,,2,2,yes,Male,english,no,Chrome,Windows,720,1280,8.349066667,
96,condition1,,,,,,,,practice_bad,practice_bad,,0,,0,0,[],52,Yes,,2,2,yes,Male,english,no,Chrome,Windows,720,1280,8.349066667,
50,condition1,,,,,,,,practice_good,practice_good,,0.98,,0,0,[],36,Yes,,3,1,$2.00 ,Male,English,No,Chrome,Windows,1080,1920,28.28523333,
50,condition1,,,,,,,,practice_bad,practice_bad,,0,,0,0,[],36,Yes,,3,1,$2.00 ,Male,English,No,Chrome,Windows,1080,1920,28.28523333,
29,condition1,,,,,,,,practice_good,practice_good,,0.99,,0,0,[],44,Yes,,4,1,$2.00 ,Female,English,No,Firefox,Windows,720,1280,8.723066667,
29,condition1,,,,,,,,practice_bad,practice_bad,,0.01,,0,0,[],44,Yes,,4,1,$2.00 ,Female,English,No,Firefox,Windows,720,1280,8.723066667,
40,condition1,,,,,,,,practice_good,practice_good,,0.97,,0,0,[],60,Yes,,1,2,2,Female,,,Chrome,Linux,730,1300,7.12215,
40,condition1,,,,,,,,practice_bad,practice_bad,,0,,0,0,[],60,Yes,,1,2,2,Female,,,Chrome,Linux,730,1300,7.12215,
252,condition1,,,,,,,,practice_good,practice_good,,0.99,,0,0,[],66,Yes,"I love the English language and I'm always interested in grammar, spelling, and proper sentence construction.  This was the most enjoyable study I've even taken.  Thank you.",1,2,$1.00 ,Female,English,No,Chrome,Windows,439,781,15.72525,
252,condition1,,,,,,,,practice_bad,practice_bad,,0,,0,0,[],66,Yes,"I love the English language and I'm always interested in grammar, spelling, and proper sentence construction.  This was the most enjoyable study I've even taken.  Thank you.",1,2,$1.00 ,Female,English,No,Chrome,Windows,439,781,15.72525,
76,condition1,,,,,,,,practice_good,practice_good,,0.77,,0,0,[],58,Yes,Go gently - dwell in beauty.,2,2,,Male,English,,Chrome,Windows,768,1366,9.762566667,
76,condition1,,,,,,,,practice_bad,practice_bad,,0.34,,0,0,[],58,Yes,Go gently - dwell in beauty.,2,2,,Male,English,,Chrome,Windows,768,1366,9.762566667,
166,condition1,,,,,,,,practice_good,practice_good,,0.99,,0,0,[],38,Yes,Interesting study. Thanks!,1,2,1.59,Female,English,No problems or bugs. ,Chrome,Windows,1080,1920,9.581333333,
166,condition1,,,,,,,,practice_bad,practice_bad,,0.01,,0,0,[],38,Yes,Interesting study. Thanks!,1,2,1.59,Female,English,No problems or bugs. ,Chrome,Windows,1080,1920,9.581333333,
98,condition1,,,,,,,,practice_good,practice_good,,1,,0,0,[],23,Yes,,3,1,,Female,,,Chrome,Mac,900,1440,6.112883333,
98,condition1,,,,,,,,practice_bad,practice_bad,,0,,0,0,[],23,Yes,,3,1,,Female,,,Chrome,Mac,900,1440,6.112883333,
242,condition1,,,,,,,,practice_good,practice_good,,1,,0,0,[],32,Yes,,2,2,very,Male,english,no,Chrome,Windows,1080,1920,4.806883333,
242,condition1,,,,,,,,practice_bad,practice_bad,,0,,0,0,[],32,Yes,,2,2,very,Male,english,no,Chrome,Windows,1080,1920,4.806883333,
77,condition1,,,,,,,,practice_good,practice_good,,1,,0,0,[],25,Yes,,2,1,$1.50 ,Female,english,no,Chrome,Mac,900,1440,10.13498333,
77,condition1,,,,,,,,practice_bad,practice_bad,,0,,0,0,[],25,Yes,,2,1,$1.50 ,Female,english,no,Chrome,Mac,900,1440,10.13498333,
245,condition1,,,,,,,,practice_good,practice_good,,1,,0,0,[],51,Yes,,3,1,2,Male,English,No problems!,Chrome,Windows,1080,1920,7.1326,
245,condition1,,,,,,,,practice_bad,practice_bad,,0,,0,0,[],51,Yes,,3,1,2,Male,English,No problems!,Chrome,Windows,1080,1920,7.1326,
94,condition1,,,,,,,,practice_good,practice_good,,0.83,,0,0,[],50,Yes,nice study,4,1,2,Female,english,no,Chrome,Windows,768,1366,15.02088333,
94,condition1,,,,,,,,practice_bad,practice_bad,,0.19,,0,0,[],50,Yes,nice study,4,1,2,Female,english,no,Chrome,Windows,768,1366,15.02088333,
91,condition1,,,,,,,0,practice_good,practice_good,,1,,0,1,[],37,Yes,,2,0,100000,Male,English,No,Chrome,Windows,1080,1920,6.726166667,
91,condition1,,,,,,,,practice_bad,practice_bad,,0,,0,0,[],37,Yes,,2,0,100000,Male,English,No,Chrome,Windows,1080,1920,6.726166667,
174,condition1,,,,,,,,practice_good,practice_good,,0.68,,0,0,[],22,Yes,,1,2,1. 70,Male,english,,Chrome,Windows,768,1366,12.70751667,
