workerid,proliferate.condition,condition_alt,condition_cop,condition_gram,condition_loc,conj1,conj2,first_response_value,item_number,item_type,predicate,response,sentence_id,trial_sequence_total,wrong_attempts,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,subject_information.problems,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
10,condition1,alt,singular,ungram,incongruent,these paralegals,those lawyers,,15,,handling the legal documents,0.05,1505,43,,[],28,Yes,,3,1,$3,Female,English,No,Chrome,Windows,1080,1920,7.352283333333333,
10,condition1,,,filler_bad,,,,,205,,,0.03,9205,44,,[],28,Yes,,3,1,$3,Female,English,No,Chrome,Windows,1080,1920,7.352283333333333,
10,condition1,,,filler_bad,,,,,212,,,0.04,9212,45,,[],28,Yes,,3,1,$3,Female,English,No,Chrome,Windows,1080,1920,7.352283333333333,
10,condition1,alt,plural,ungram,incongruent,Hank,Pedro,,24,,taking care of the babies,0.59,2406,46,,[],28,Yes,,3,1,$3,Female,English,No,Chrome,Windows,1080,1920,7.352283333333333,
10,condition1,,,filler_bad,,,,,214,,,0.04,9214,47,,[],28,Yes,,3,1,$3,Female,English,No,Chrome,Windows,1080,1920,7.352283333333333,
10,condition1,,,filler_good,,,,,107,,,1,9107,48,,[],28,Yes,,3,1,$3,Female,English,No,Chrome,Windows,1080,1920,7.352283333333333,
10,condition1,,,filler_good,,,,,113,,,0.94,9113,49,,[],28,Yes,,3,1,$3,Female,English,No,Chrome,Windows,1080,1920,7.352283333333333,
10,condition1,,plural,gram,,those police officers,those detectives,,3,,investigating the crime scene,0.74,308,50,,[],28,Yes,,3,1,$3,Female,English,No,Chrome,Windows,1080,1920,7.352283333333333,
10,condition1,,,filler_bad,,,,,203,,,0.04,9203,51,,[],28,Yes,,3,1,$3,Female,English,No,Chrome,Windows,1080,1920,7.352283333333333,
10,condition1,alt,singular,ungram,incongruent,these girls,those boys,,1,,interviewing the movie star,0.03,105,52,,[],28,Yes,,3,1,$3,Female,English,No,Chrome,Windows,1080,1920,7.352283333333333,
10,condition1,no_alt,plural,ungram,congruent,Alex,these photographers,,16,,recording the solar eclipse,0.06,1601,53,,[],28,Yes,,3,1,$3,Female,English,No,Chrome,Windows,1080,1920,7.352283333333333,
10,condition1,,singular,gram,,Hasan,Yuki,,20,,sorting the books,0.13,2007,54,,[],28,Yes,,3,1,$3,Female,English,No,Chrome,Windows,1080,1920,7.352283333333333,
10,condition1,,,filler_good,,,,,109,,,0.98,9109,55,,[],28,Yes,,3,1,$3,Female,English,No,Chrome,Windows,1080,1920,7.352283333333333,
8,condition1,,,,,,,,practice_good,practice_good,,0.96,,0,0,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,,,,,,practice_bad,practice_bad,,0.1,,0,0,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_good,,,,,103,,,0.99,9103,1,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,no_alt,plural,ungram,congruent,Mateo,these architects,,13,,designing the building's layout,0.77,1301,2,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_good,,,,,117,,,0.95,9117,3,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,plural,gram,,those secretaries,those editors,,14,,proofreading the manuscripts,0.87,1408,4,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,singular,gram,,Jimmy,Carlos,,18,,building the tree house,0.99,1807,5,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_bad,,,,,206,,,0.01,9206,6,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,alt,plural,ungram,incongruent,Brian,Jamaal,,9,,creating the fashion collection,0.98,906,7,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_bad,,,,,218,,,0.03,9218,8,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,alt,singular,ungram,incongruent,these drivers,those mechanics,,4,,reparing the truck engine,0.06,405,9,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_bad,,,,,213,,,0,9213,10,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_good,,,,,104,,,0.98,9104,11,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,alt,singular,ungram,incongruent,those babysitters,those parents,,24,,taking care of the babies,0.06,2405,12,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_good,,,,,106,,,0.97,9106,13,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,no_alt,plural,ungram,congruent,Bill,those nurses,,17,,attending to the patients,0.97,1701,14,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_good,,,,,115,,,0.99,9115,15,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_bad,,,,,211,,,0.01,9211,16,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,singular,gram,,Andy,Joey,,22,,tending to the crops,1,2207,17,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_bad,,,,,204,,,0.02,9204,18,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_good,,,,,110,,,0.93,9110,19,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_bad,,,,,216,,,0.03,9216,20,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,alt,plural,ungram,incongruent,Sarah,Matt,,10,,writting the end-of-year report,0.13,1006,21,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,plural,gram,,those astronomers,these photographers,,16,,recording the solar eclipse,0.91,1608,22,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_good,,,,,105,,,0.94,9105,23,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_bad,,,,,207,,,0.01,9207,24,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,no_alt,plural,ungram,congruent,Harry,those detectives,,3,,investigating the crime scene,0.98,301,25,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,singular,gram,,Juan,Antonio,,11,,making the admission decisions,0.04,1107,26,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,alt,singular,ungram,incongruent,these professors,those students,,2,,drafting the important email,0.05,205,27,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,alt,plural,ungram,incongruent,Ellen,Ali,,23,,working out at the gym,0.94,2306,28,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_good,,,,,116,,,0.97,9116,29,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_bad,,,,,220,,,0.02,9220,30,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_bad,,,,,215,,,0.04,9215,31,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,plural,gram,,those sculptors,those painters,,21,,using the art studio,0.99,2108,32,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_good,,,,,108,,,0.98,9108,33,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,alt,singular,ungram,incongruent,those art students,those illustrators,,25,,sketching the concept art,0.01,2505,34,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_bad,,,,,219,,,0.08,9219,35,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_good,,,,,107,,,0.99,9107,36,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,no_alt,plural,ungram,congruent,Lisa,those children,,5,,preparing dinner,0.94,501,37,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_bad,,,,,205,,,0.07,9205,38,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,singular,gram,,Krishna,Amir,,12,,analyzing the market trends,0.04,1207,39,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_good,,,,,102,,,0.99,9102,40,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_bad,,,,,202,,,0.03,9202,41,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,alt,plural,ungram,incongruent,John,Mary,,1,,interviewing the movie star,0.98,106,42,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,plural,gram,,those graduate students,these research assistants,,7,,conducting the experiments,0.06,708,43,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_good,,,,,113,,,0.98,9113,44,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,alt,plural,ungram,incongruent,Melissa,Patrick,,8,,fixing the wiring issues,0.99,806,45,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_good,,,,,114,,,0.99,9114,46,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,no_alt,plural,ungram,congruent,Peter,those lawyers,,15,,handling the legal documents,0.98,1501,47,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_good,,,,,109,,,0.94,9109,48,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_bad,,,,,203,,,0.06,9203,49,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_bad,,,,,201,,,0.05,9201,50,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,alt,singular,ungram,incongruent,those librarians,those volunteers,,20,,sorting the books,0.05,2005,51,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,singular,gram,,Thomas,Maria,,19,,sewing the dresses,0.1,1907,52,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_bad,,,,,208,,,0.01,9208,53,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,plural,gram,,these housekeepers,those plumbers,,6,,fixing the leaking pipe,0.03,608,54,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
8,condition1,,,filler_good,,,,,101,,,1,9101,55,,[],37,Yes,I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.,2,1,5.00,Male,English,No,Chrome,Windows,1050,1680,7.61695,
3,condition1,,,,,,,,practice_good,practice_good,,1,,0,0,[],32,Yes,,1,2,2.36,Female,English,No.,Chrome,Mac,900,1440,8.596033333333333,
3,condition1,,,,,,,,practice_bad,practice_bad,,0,,0,0,[],32,Yes,,1,2,2.36,Female,English,No.,Chrome,Mac,900,1440,8.596033333333333,
3,condition1,,,filler_good,,,,,104,,,0.99,9104,1,,[],32,Yes,,1,2,2.36,Female,English,No.,Chrome,Mac,900,1440,8.596033333333333,
3,condition1,,singular,gram,,Alex,Noah,,16,,recording the solar eclipse,0.85,1607,2,,[],32,Yes,,1,2,2.36,Female,English,No.,Chrome,Mac,900,1440,8.596033333333333,
3,condition1,,,filler_good,,,,,112,,,0.98,9112,3,,[],32,Yes,,1,2,2.36,Female,English,No.,Chrome,Mac,900,1440,8.596033333333333,
3,condition1,alt,plural,ungram,incongruent,William,Jackie,,2,,drafting the important email,0.77,206,4,,[],32,Yes,,1,2,2.36,Female,English,No.,Chrome,Mac,900,1440,8.596033333333333,
3,condition1,alt,singular,ungram,incongruent,those carpenters,those kids,,18,,building the tree house,0.29,1805,5,,[],32,Yes,,1,2,2.36,Female,English,No.,Chrome,Mac,900,1440,8.596033333333333,
3,condition1,,,filler_bad,,,,,205,,,0.48,9205,6,,[],32,Yes,,1,2,2.36,Female,English,No.,Chrome,Mac,900,1440,8.596033333333333,
3,condition1,,,filler_good,,,,,106,,,0.99,9106,7,,[],32,Yes,,1,2,2.36,Female,English,No.,Chrome,Mac,900,1440,8.596033333333333,
3,condition1,,,filler_bad,,,,,202,,,0.11,9202,8,,[],32,Yes,,1,2,2.36,Female,English,No.,Chrome,Mac,900,1440,8.596033333333333,
3,condition1,,plural,gram,,those sculptors,those painters,,21,,using the art studio,0.91,2108,9,,[],32,Yes,,1,2,2.36,Female,English,No.,Chrome,Mac,900,1440,8.596033333333333,
3,condition1,no_alt,plural,ungram,congruent,Krishna,those statisticians,,12,,analyzing the market trends,0.55,1201,10,,[],32,Yes,,1,2,2.36,Female,English,No.,Chrome,Mac,900,1440,8.596033333333333,
3,condition1,,,filler_bad,,,,,208,,,0,9208,11,,[],32,Yes,,1,2,2.36,Female,English,No.,Chrome,Mac,900,1440,8.596033333333333,
3,condition1,alt,plural,ungram,incongruent,Zeynab,Emma,,14,,proofreading the manuscripts,0.94,1406,12,,[],32,Yes,,1,2,2.36,Female,English,No.,Chrome,Mac,900,1440,8.596033333333333,
3,condition1,,singular,gram,,Lisa,George,,5,,preparing dinner,0.74,507,13,,[],32,Yes,,1,2,2.36,Female,English,No.,Chrome,Mac,900,1440,8.596033333333333,
3,condition1,,,filler_good,,,,,105,,,0.99,9105,14,,[],32,Yes,,1,2,2.36,Female,English,No.,Chrome,Mac,900,1440,8.596033333333333,
3,condition1,,,filler_bad,,,,,210,,,0.01,9210,15,,[],32,Yes,,1,2,2.36,Female,English,No.,Chrome,Mac,900,1440,8.596033333333333,
3,condition1,no_alt,plural,ungram,congruent,Hasan,those volunteers,,20,,sorting the books,0.72,2001,16,,[],32,Yes,,1,2,2.36,Female,English,No.,Chrome,Mac,900,1440,8.596033333333333,
3,condition1,,plural,gram,,those managers,those staff members,,10,,writting the end-of-year report,0.59,1008,17,,[],32,Yes,,1,2,2.36,Female,English,No.,Chrome,Mac,900,1440,8.596033333333333,
3,condition1,,,filler_good,,,,,103,,,0.98,9103,18,,[],32,Yes,,1,2,2.36,Female,English,No.,Chrome,Mac,900,1440,8.596033333333333,
3,condition1,,,filler_good,,,,,115,,,1,9115,19,,[],32,Yes,,1,2,2.36,Female,English,No.,Chrome,Mac,900,1440,8.596033333333333,
