"workerid","proliferate.condition","condition_alt","condition_cop","condition_gram","condition_loc","conj1","conj2","first_response_value","item_number","item_type","predicate","response","sentence_id","trial_sequence_total","wrong_attempts","catch_trials","subject_information.age","subject_information.asses","subject_information.comments","subject_information.education","subject_information.enjoyment","subject_information.fairprice","subject_information.gender","subject_information.language","subject_information.problems","system.Browser","system.OS","system.screenH","system.screenW","time_in_minutes","error"
10,"condition1","filler_good","","filler_good",NA,"","",NA,"117","","",0.99,9117,18,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","gram","plural","gram",NA,"these professors","those students",NA,"2","","drafting the important email",0.06,208,19,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","filler_good","","filler_good",NA,"","",NA,"114","","",1,9114,20,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","alt","plural","ungram","incongruent","Hossein","Elias",NA,"25","","sketching the concept art",0.6,2506,21,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","alt","singular","ungram","incongruent","these cooks","those children",NA,"5","","preparing dinner",0.25,505,22,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","filler_good","","filler_good",NA,"","",NA,"105","","",0.99,9105,23,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","alt","singular","ungram","incongruent","these fashion designers","those tailors",NA,"19","","sewing the dresses",0.08,1905,24,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","gram","singular","gram",NA,"Fatima","Lucas",NA,"7","","conducting the experiments",0.25,707,25,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","filler_bad","","filler_bad",NA,"","",NA,"209","","",0.13,9209,26,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","no_alt","plural","ungram","congruent","Sarah","those staff members",NA,"10","","writting the end-of-year report",0.48,1001,27,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","alt","plural","ungram","incongruent","Krishna","Amir",NA,"12","","analyzing the market trends",0.65,1206,28,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","filler_bad","","filler_bad",NA,"","",NA,"218","","",0.26,9218,29,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","gram","plural","gram",NA,"these drivers","those mechanics",NA,"4","","reparing the truck engine",0.1,408,30,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","filler_bad","","filler_bad",NA,"","",NA,"208","","",0.04,9208,31,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","filler_good","","filler_good",NA,"","",NA,"106","","",0.97,9106,32,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","filler_good","","filler_good",NA,"","",NA,"112","","",0.98,9112,33,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","gram","plural","gram",NA,"those administrators","these teachers",NA,"11","","making the admission decisions",0.03,1108,34,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","alt","plural","ungram","incongruent","Melissa","Patrick",NA,"8","","fixing the wiring issues",0.24,806,35,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","filler_good","","filler_good",NA,"","",NA,"102","","",0.99,9102,36,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","filler_bad","","filler_bad",NA,"","",NA,"207","","",0.01,9207,37,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","filler_good","","filler_good",NA,"","",NA,"120","","",0.98,9120,38,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","filler_good","","filler_good",NA,"","",NA,"115","","",0.98,9115,39,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","gram","singular","gram",NA,"Brian","Jamaal",NA,"9","","creating the fashion collection",0.88,907,40,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","filler_bad","","filler_bad",NA,"","",NA,"204","","",0.01,9204,41,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","no_alt","plural","ungram","congruent","Mateo","these architects",NA,"13","","designing the building's layout",0.03,1301,42,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","alt","singular","ungram","incongruent","these paralegals","those lawyers",NA,"15","","handling the legal documents",0.05,1505,43,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","filler_bad","","filler_bad",NA,"","",NA,"205","","",0.03,9205,44,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","filler_bad","","filler_bad",NA,"","",NA,"212","","",0.04,9212,45,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","alt","plural","ungram","incongruent","Hank","Pedro",NA,"24","","taking care of the babies",0.59,2406,46,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","filler_bad","","filler_bad",NA,"","",NA,"214","","",0.04,9214,47,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","filler_good","","filler_good",NA,"","",NA,"107","","",1,9107,48,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","filler_good","","filler_good",NA,"","",NA,"113","","",0.94,9113,49,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","gram","plural","gram",NA,"those police officers","those detectives",NA,"3","","investigating the crime scene",0.74,308,50,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","filler_bad","","filler_bad",NA,"","",NA,"203","","",0.04,9203,51,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","alt","singular","ungram","incongruent","these girls","those boys",NA,"1","","interviewing the movie star",0.03,105,52,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","no_alt","plural","ungram","congruent","Alex","these photographers",NA,"16","","recording the solar eclipse",0.06,1601,53,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","gram","singular","gram",NA,"Hasan","Yuki",NA,"20","","sorting the books",0.13,2007,54,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
10,"condition1","filler_good","","filler_good",NA,"","",NA,"109","","",0.98,9109,55,NA,"[]",28,"Yes","",3,1,"$3","Female","English","No","Chrome","Windows",1080,1920,7.35228333333333,NA
8,"condition1","filler_good","","filler_good",NA,"","",NA,"103","","",0.99,9103,1,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","no_alt","plural","ungram","congruent","Mateo","these architects",NA,"13","","designing the building's layout",0.77,1301,2,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_good","","filler_good",NA,"","",NA,"117","","",0.95,9117,3,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","gram","plural","gram",NA,"those secretaries","those editors",NA,"14","","proofreading the manuscripts",0.87,1408,4,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","gram","singular","gram",NA,"Jimmy","Carlos",NA,"18","","building the tree house",0.99,1807,5,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_bad","","filler_bad",NA,"","",NA,"206","","",0.01,9206,6,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","alt","plural","ungram","incongruent","Brian","Jamaal",NA,"9","","creating the fashion collection",0.98,906,7,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_bad","","filler_bad",NA,"","",NA,"218","","",0.03,9218,8,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","alt","singular","ungram","incongruent","these drivers","those mechanics",NA,"4","","reparing the truck engine",0.06,405,9,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_bad","","filler_bad",NA,"","",NA,"213","","",0,9213,10,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_good","","filler_good",NA,"","",NA,"104","","",0.98,9104,11,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","alt","singular","ungram","incongruent","those babysitters","those parents",NA,"24","","taking care of the babies",0.06,2405,12,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_good","","filler_good",NA,"","",NA,"106","","",0.97,9106,13,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","no_alt","plural","ungram","congruent","Bill","those nurses",NA,"17","","attending to the patients",0.97,1701,14,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_good","","filler_good",NA,"","",NA,"115","","",0.99,9115,15,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_bad","","filler_bad",NA,"","",NA,"211","","",0.01,9211,16,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","gram","singular","gram",NA,"Andy","Joey",NA,"22","","tending to the crops",1,2207,17,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_bad","","filler_bad",NA,"","",NA,"204","","",0.02,9204,18,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_good","","filler_good",NA,"","",NA,"110","","",0.93,9110,19,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_bad","","filler_bad",NA,"","",NA,"216","","",0.03,9216,20,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","alt","plural","ungram","incongruent","Sarah","Matt",NA,"10","","writting the end-of-year report",0.13,1006,21,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","gram","plural","gram",NA,"those astronomers","these photographers",NA,"16","","recording the solar eclipse",0.91,1608,22,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_good","","filler_good",NA,"","",NA,"105","","",0.94,9105,23,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_bad","","filler_bad",NA,"","",NA,"207","","",0.01,9207,24,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","no_alt","plural","ungram","congruent","Harry","those detectives",NA,"3","","investigating the crime scene",0.98,301,25,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","gram","singular","gram",NA,"Juan","Antonio",NA,"11","","making the admission decisions",0.04,1107,26,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","alt","singular","ungram","incongruent","these professors","those students",NA,"2","","drafting the important email",0.05,205,27,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","alt","plural","ungram","incongruent","Ellen","Ali",NA,"23","","working out at the gym",0.94,2306,28,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_good","","filler_good",NA,"","",NA,"116","","",0.97,9116,29,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_bad","","filler_bad",NA,"","",NA,"220","","",0.02,9220,30,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_bad","","filler_bad",NA,"","",NA,"215","","",0.04,9215,31,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","gram","plural","gram",NA,"those sculptors","those painters",NA,"21","","using the art studio",0.99,2108,32,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_good","","filler_good",NA,"","",NA,"108","","",0.98,9108,33,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","alt","singular","ungram","incongruent","those art students","those illustrators",NA,"25","","sketching the concept art",0.01,2505,34,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_bad","","filler_bad",NA,"","",NA,"219","","",0.08,9219,35,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_good","","filler_good",NA,"","",NA,"107","","",0.99,9107,36,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","no_alt","plural","ungram","congruent","Lisa","those children",NA,"5","","preparing dinner",0.94,501,37,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_bad","","filler_bad",NA,"","",NA,"205","","",0.07,9205,38,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","gram","singular","gram",NA,"Krishna","Amir",NA,"12","","analyzing the market trends",0.04,1207,39,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_good","","filler_good",NA,"","",NA,"102","","",0.99,9102,40,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_bad","","filler_bad",NA,"","",NA,"202","","",0.03,9202,41,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","alt","plural","ungram","incongruent","John","Mary",NA,"1","","interviewing the movie star",0.98,106,42,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","gram","plural","gram",NA,"those graduate students","these research assistants",NA,"7","","conducting the experiments",0.06,708,43,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_good","","filler_good",NA,"","",NA,"113","","",0.98,9113,44,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","alt","plural","ungram","incongruent","Melissa","Patrick",NA,"8","","fixing the wiring issues",0.99,806,45,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_good","","filler_good",NA,"","",NA,"114","","",0.99,9114,46,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","no_alt","plural","ungram","congruent","Peter","those lawyers",NA,"15","","handling the legal documents",0.98,1501,47,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_good","","filler_good",NA,"","",NA,"109","","",0.94,9109,48,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_bad","","filler_bad",NA,"","",NA,"203","","",0.06,9203,49,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_bad","","filler_bad",NA,"","",NA,"201","","",0.05,9201,50,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","alt","singular","ungram","incongruent","those librarians","those volunteers",NA,"20","","sorting the books",0.05,2005,51,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","gram","singular","gram",NA,"Thomas","Maria",NA,"19","","sewing the dresses",0.1,1907,52,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_bad","","filler_bad",NA,"","",NA,"208","","",0.01,9208,53,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","gram","plural","gram",NA,"these housekeepers","those plumbers",NA,"6","","fixing the leaking pipe",0.03,608,54,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
8,"condition1","filler_good","","filler_good",NA,"","",NA,"101","","",1,9101,55,NA,"[]",37,"Yes","I didn't notice how some sentences looked right until I read them outloud to discover some bad grammar lurking within.",2,1,"5.00","Male","English","No","Chrome","Windows",1050,1680,7.61695,NA
3,"condition1","filler_good","","filler_good",NA,"","",NA,"104","","",0.99,9104,1,NA,"[]",32,"Yes","",1,2,"2.36","Female","English","No.","Chrome","Mac",900,1440,8.59603333333333,NA
3,"condition1","gram","singular","gram",NA,"Alex","Noah",NA,"16","","recording the solar eclipse",0.85,1607,2,NA,"[]",32,"Yes","",1,2,"2.36","Female","English","No.","Chrome","Mac",900,1440,8.59603333333333,NA
3,"condition1","filler_good","","filler_good",NA,"","",NA,"112","","",0.98,9112,3,NA,"[]",32,"Yes","",1,2,"2.36","Female","English","No.","Chrome","Mac",900,1440,8.59603333333333,NA
